ID,PHASE,DOMAIN,REQUIREMENT,CURRENT_SOURCE,CURRENT_VALIDATION,CURRENT_EXTERNAL_GATE,CURRENT_IMPLEMENTATION_GAP,OWNER,FILES,DEPENDENCIES,IMPLEMENTATION_ACTION,TEST_ACTION,EVIDENCE_ACTION,FINAL_STATUS
PCA-NFR-034,PCA-2; PCA-15,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE_EXTERNAL_GATE,AUTOMATED (4 evidence paths); no real-device/provider/UAT acceptance,ANDROID_REAL_DEVICE_UAT; IOS_PHYSICAL_DEVICE; PCA_DEC_009_DISCLOSURE_TEXT,,WS-02 PCA-2,android/app/src/main/java/org/pca/app/runtime/background/PcaBatteryBudgetPolicy.kt; android/app/src/main/java/org/pca/app/runtime/background/BatteryBudgetedCycleRunner.kt; android/app/src/main/java/org/pca/app/runtime/background/BackgroundExecutionScheduler.kt; android/app/src/main/java/org/pca/app/platform/PowerSaveModeSource.kt; android/app/src/main/java/org/pca/app/runtime/graph/PcaAppGraph.kt,ANDROID_REAL_DEVICE_UAT; IOS_PHYSICAL_DEVICE; PCA_DEC_009_DISCLOSURE_TEXT,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE_EXTERNAL_GATE
PCA-NFR-040,PCA-16,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-16 PCA-16,android/app/src/main/java/org/pca/app/accessibility/PcaAccessibilityContent.kt; android/app/src/main/java/org/pca/app/accessibility/AccessibilityPreferences.kt; android/app/src/main/java/org/pca/app/MainActivity.kt; android/app/src/main/java/org/pca/app/enrollment/EnrollmentActivity.kt; android/app/src/main/java/org/pca/app/feature/webprotection/ui/SafeBrowserActivity.kt; android/app/src/main/java/org/pca/app/feature/youtube/ui/YouTubeModeActivity.kt; android/app/src/main/java/org/pca/app/security/ui/AdminSecurityActivity.kt; parent-web/src/styles/global.css; platform-admin-web/src/styles/global.css,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-041,PCA-16,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (7 evidence paths); no real-device/provider/UAT acceptance,,,WS-16 PCA-16,"parent-web: parent-web/tests/accessibility/axe.test.tsx now imports and renders 23 distinct page components (up from 13), confirmed by direct file read -- cross-referenced against parent-web/src/App.tsx's real route list, all 23 imports correspond to genuinely routed pages. platform-admin-web/tests/accessibility/axe.test.tsx is BRAND NEW this round (previously zero axe test files existed): imports and renders all 19 real routed page components in platform-admin-web/src/App.tsx (Dashboard, AccountsList, AccountDetail, Entitlements x2 variants, EntitlementRequests, ComplimentaryCapacity, FreeAccessPolicy, 5 billing pages, 3 settlement pages, AdminUsers, Audit, Settings) plus NotPermitted and NotFound -- 21 test cases total, verified 1:1 against every non-Login route in App.tsx.; parent-web/tests/accessibility/axe.test.tsx; ios/PCA/Localizable.xcstrings; ios/PCA/Localization/PCALocalizedStrings.swift; android/app/src/main/java/org/pca/app/feature/webprotection/ui/SafeBrowserScreen.kt; android/app/src/main/java/org/pca/app/enrollment/ui/EnrollmentScreen.kt; parent-web/src/styles/global.css; platform-admin-web/src/styles/global.css",,"BidiUtils wired (Safe Browser domain/reason, enrollment fingerprints); forced-colours/prefers-contrast/reduced-motion CSS in both consoles",MixedDirectionIsolationStaticTest 3/3; parent-web e2e/forced-colors.spec.ts 4/4; platform-admin e2e/forced-colors.spec.ts 3/3,matrix notes/evidence updated this pass,SOURCE_COMPLETE
PCA-NFR-042,PCA-16,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (4 evidence paths); no real-device/provider/UAT acceptance,,,WS-16 PCA-16,android/app/src/main/java/org/pca/app/feature/breakshield/BreakShieldScreen.kt; android/app/src/main/res/values/strings.xml; android/app/src/main/res/values-ar/strings.xml,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-043,PCA-16,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (6 evidence paths); no real-device/provider/UAT acceptance,,,WS-16 PCA-16,platform-admin-web/src/i18n/index.ts; platform-admin-web/src/i18n/locales/en.json; platform-admin-web/src/i18n/locales/ar.json; platform-admin-web/src/styles/global.css,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-044,PCA-16,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE_VALIDATION_PENDING,AUTOMATED (6 evidence paths); no real-device/provider/UAT acceptance,,,WS-16 PCA-16,android/app/src/main/java/org/pca/app/enrollment/EnrollmentProfile.kt; android/app/src/main/java/org/pca/app/enrollment/ui/EnrollmentScreen.kt; android/app/src/main/res/values/strings.xml; android/app/src/main/res/values-ar/strings.xml; ios/PCA/Enrollment/ChildEnrollmentCoordinator.swift; android/app/src/main/java/org/pca/app/runtime/ui/ChildHomeScreen.kt; android/app/src/main/java/org/pca/app/feature/breakshield/BreakShieldScreen.kt; android/app/src/main/java/org/pca/app/feature/webprotection/ui/SafeBrowserScreen.kt; android/app/src/main/java/org/pca/app/feature/eyedistance/shield/EyeRestShieldScreen.kt,,None (residual note closed: AdminPinScreen already tier-aware),existing reading-level tests,matrix notes/evidence updated this pass,SOURCE_COMPLETE_VALIDATION_PENDING
PCA-NFR-045,PCA-16,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-16 PCA-16,parent-web/src/styles/global.css; platform-admin-web/src/styles/global.css; parent-web/tests/accessibility/axe.test.tsx; platform-admin-web/tests/accessibility/axe.test.tsx,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-050,PCA-0,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,NONE recorded,,,WS-01 PCA-0,"backend/src directory structure itself (auth/authz/billing/entitlements/familyenvelope/familytrustset/recovery/retention/tamper as separate bounded modules, each with its own repository/service/routes layering)",,NONE (source complete),EXTERNAL (device/provider/UAT),NONE,SOURCE_COMPLETE
PCA-NFR-051,PCA-0; PCA-17,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-01 PCA-0,docs/implementation/PCA_COMPLETION_V2_MATRIX.json; docs/architecture/32_TRACEABILITY_ACCEPTANCE_MATRIX.md; docs/implementation/R3_FINAL_CURRENT_GAP_REDERIVATION.csv; tooling/release/RebuildR3DerivedLedgers.mjs; .agent-runtime/manifests/pca-r3-final/R3_SOURCE_BACKLOG.csv,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-052,PCA-0,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,NONE recorded,,,WS-01 PCA-0,docs/architecture/00_DOCUMENT_CONTROL.md Section 9 (conflict-entry/change-control process); extensive docs/implementation/addenda/* and PCA_DEC-* decision records referenced throughout architecture docs,,NONE (source complete),EXTERNAL (device/provider/UAT),NONE,SOURCE_COMPLETE
PCA-NFR-053,PCA-5; PCA-14,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,CRYPTO_ACTIVATION,,WS-05 PCA-5,"backend/src/safebrowser/** (filter-list distribution); backend/src/web/SignedRulePackageConsumer.ts (signed rule package consumption, implying versioned/signed content)",CRYPTO_ACTIVATION,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-054,PCA-0,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-01 PCA-0,android/app/src/main/java/org/pca/app/feature/screentime/policy/ScreenTimeBaselinePolicy.kt; android/app/src/main/java/org/pca/app/feature/screentime/policy/ScreenTimePolicyApplier.kt; android/app/src/main/java/org/pca/app/feature/screentime/engine/ScreenTimeEngine.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-060,PCA-17; PCA-10,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,PRODUCER_CATALOGUE_AUDIT_SIGNOFF,,WS-17 PCA-17,parent-web/src/pages/privacy/Transparency.tsx; parent-web/src/i18n/locales/en.json; parent-web/src/i18n/locales/ar.json,PRODUCER_CATALOGUE_AUDIT_SIGNOFF,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-061,PCA-17; PCA-10,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-17 PCA-17,parent-web/src/pages/privacy/PermissionsPolicy.tsx; parent-web/src/App.tsx; parent-web/src/nav/navConfig.ts; parent-web/src/i18n/locales/en.json; parent-web/src/i18n/locales/ar.json; android/app/src/main/AndroidManifest.xml,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-062,PCA-17; PCA-10,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE_EXTERNAL_GATE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,PRODUCTION_CRYPTO_SUITE,,WS-17 PCA-17,backend/src/http/routes/retentionRoutes.ts (delete-now / export intake without contacting support); backend/src/http/routes/retentionRoutes.ts; android/app/src/main/java/org/pca/app/persistence/retention/DeleteNowCoordinator.kt,PRODUCTION_CRYPTO_SUITE,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE_EXTERNAL_GATE
PCA-NFR-063,PCA-17; PCA-10,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-17 PCA-17,"backend/test/db/schema-privacy.mysql.test.mjs; backend/src/platformadmin/auth/rbacPolicy.ts (support roles have no activity-content query capability by construction, per PCA-DATA-011 schema)",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-NFR-064,PCA-17; PCA-10,Non-functional,Normative text in docs/architecture/04_NON_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-17 PCA-17,backend/src/http/routes/sdkDisclosureRoutes.ts; backend/src/sdkDisclosure/thirdPartySdks.generated.ts; backend/scripts/generateSdkDisclosure.mjs; backend/scripts/sdkDisclosureCompute.mjs,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-PRIV-001,PCA-8,Privacy,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,CAMERA_REAL_DEVICE_VALIDATION,,WS-08 PCA-8,android/app/src/main/java/org/pca/app/feature/eyedistance/ui/EyeDistanceCameraPermissionScreen.kt; android/app/src/main/java/org/pca/app/feature/eyedistance/ui/EyeDistanceCameraPermissionActivity.kt; android/app/src/main/java/org/pca/app/feature/eyedistance/ui/EyeDistanceCameraPermissionUiState.kt; android/app/src/main/java/org/pca/app/platform/proximity/CameraProximitySource.kt; android/app/src/main/java/org/pca/app/platform/proximity/CameraPermissionLifecycle.kt; android/app/src/main/java/org/pca/app/security/ui/AdminSecurityActivity.kt; android/app/src/main/AndroidManifest.xml,CAMERA_REAL_DEVICE_VALIDATION,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-PRIV-002,PCA-5; PCA-17,Privacy,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-05 PCA-5,backend/src/http | android/app/src/main/java/org/pca/app/feature/webprotection/vpn/WebProtectionVpnService.kt | android/app/src/main/java/org/pca/app/feature/webprotection/vpn/VpnMetadataDecisionAdapter.kt,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-SEC-001,PCA-1,Security,Normative text in docs/architecture/03_FUNCTIONAL_REQUIREMENTS.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-01 PCA-1,"backend/src/invitation/token.ts (generateInvitationToken, 256-bit CSPRNG); backend/src/invitation/policy.ts (resolveInvitationTtlMs default 15min, parent-configurable up to 24h); backend/src/invitation/InvitationService.ts (redeemInvitation single-use via redeemAtomically)",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-SEC-002,PCA-2,Security,Normative text in docs/architecture/06_ANDROID_ARCHITECTURE.md,SOURCE_COMPLETE,NONE recorded,,,WS-02 PCA-2,android/app/src/main/java/org/pca/app/feature/webprotection/engine/WebFilterEngine.kt; android/app/src/main/java/org/pca/app/feature/webprotection/vpn/VpnMetadataDecisionAdapter.kt; android/app/src/main/java/org/pca/app/feature/webprotection/vpn/VpnDnsDecisionChannel.kt,,NONE (source complete),EXTERNAL (device/provider/UAT),NONE,SOURCE_COMPLETE
PCA-SEC-010,PCA-11,Security,Normative text in docs/architecture/09_SECURITY_PRIVACY_E2EE.md,PARTIAL,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,CRYPTO_ACTIVATION,Gated: CRYPTO_ACTIVATION,WS-11 PCA-11,backend/src/familyenvelope/ReceiverPipeline.ts (ciphertext-only receipt pipeline); backend/src/familyenvelope/types.ts (envelope carries opaque payload only); backend/test/db/schema-privacy.mysql.test.mjs (regression guard against plaintext columns),CRYPTO_ACTIVATION,DEFERRED_EXTERNAL_GATE (CRYPTO_ACTIVATION),NONE (automated evidence recorded),NONE,PARTIAL
PCA-SEC-011,PCA-11,Security,Normative text in docs/architecture/09_SECURITY_PRIVACY_E2EE.md,PARTIAL,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,CRYPTO_ACTIVATION,Gated: CRYPTO_ACTIVATION,WS-11 PCA-11,backend/src/familyrbac/TrustSetRoleResolver.ts; backend/src/familytrustset/FamilyTrustSetEngine.ts; backend/src/familytrustset/TrustSetSignatureVerifier.ts,CRYPTO_ACTIVATION,DEFERRED_EXTERNAL_GATE (CRYPTO_ACTIVATION),NONE (automated evidence recorded),NONE,PARTIAL
PCA-SEC-012,PCA-11,Security,Normative text in docs/architecture/09_SECURITY_PRIVACY_E2EE.md,PARTIAL,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,CRYPTO_ACTIVATION,Gated: CRYPTO_ACTIVATION,WS-11 PCA-11,backend/src/familyenvelope/policy.ts (version monotonicity check); backend/src/familyenvelope/ReceiverPipeline.ts,CRYPTO_ACTIVATION,DEFERRED_EXTERNAL_GATE (CRYPTO_ACTIVATION),NONE (automated evidence recorded),NONE,PARTIAL
PCA-SEC-013,PCA-11,Security,Normative text in docs/architecture/09_SECURITY_PRIVACY_E2EE.md,PARTIAL,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,CRYPTO_ACTIVATION,Gated: CRYPTO_ACTIVATION,WS-11 PCA-11,backend/src/familytrustset/FamilyTrustSetEngine.ts; backend/src/familytrustset/FdekRotationContract.ts; backend/src/tamper/TamperStateEngine.ts (REVOKED state),CRYPTO_ACTIVATION,DEFERRED_EXTERNAL_GATE (CRYPTO_ACTIVATION),NONE (automated evidence recorded),NONE,PARTIAL
PCA-SEC-014,PCA-12,Security,Normative text in docs/architecture/09_SECURITY_PRIVACY_E2EE.md,SOURCE_COMPLETE,AUTOMATED (5 evidence paths); no real-device/provider/UAT acceptance,,,WS-12 PCA-12,"backend/src/http/routes/retentionRoutes.ts (route comment: ""NONE of these routes execute a real data purge/export against family activity data...device-local/E2EE, never held by this backend""); backend/src/retention/engine.ts, calendar.ts (cutoff-computation library used for policy validation/preview only); android/app/src/main/java/org/pca/app/persistence/retention/RetentionEngine.kt; backend/src/http/routes/retentionRoutes.ts; backend/src/retention/engine.ts; backend/src/retention/calendar.ts",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-SEC-015,PCA-13; PCA-15,Security,Normative text in docs/architecture/09_SECURITY_PRIVACY_E2EE.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-13 PCA-13,"backend/src/recovery/RecoveryEnvelopeCipher.ts; backend/src/recovery/RecoveryRepository.ts / MySqlRecoveryRepository.ts (stores only the opaque authenticated-encrypted recovery envelope, no plaintext/escrow key); backend/test/db/schema-privacy.mysql.test.mjs",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-SEC-017,PCA-11,Security,Normative text in docs/architecture/09_SECURITY_PRIVACY_E2EE.md,PARTIAL,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,CRYPTO_ACTIVATION,Gated: CRYPTO_ACTIVATION,WS-11 PCA-11,backend/src/familyenvelope/EnvelopeSignatureVerifier.ts (interface); backend/src/runtime-sync/RejectingCryptoVerifiers.ts (production default),CRYPTO_ACTIVATION,DEFERRED_EXTERNAL_GATE (CRYPTO_ACTIVATION),NONE (automated evidence recorded),NONE,PARTIAL
PCA-SEC-018,PCA-13; PCA-15,Security,Normative text in docs/architecture/09_SECURITY_PRIVACY_E2EE.md,SOURCE_COMPLETE,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,,,WS-13 PCA-13,"backend/src/recovery/RecoveryEnvelopeCipher.ts; backend/src/recovery/types.ts (opaque recovery-envelope fields: familyId, suite IDs, salt, envelope ID, epochs, encrypted FDEK(s)); backend/src/recovery/MySqlRecoveryRepository.ts",,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-SEC-019,PCA-11,Security,Normative text in docs/architecture/09_SECURITY_PRIVACY_E2EE.md,PARTIAL,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,CRYPTO_ACTIVATION,Gated: CRYPTO_ACTIVATION,WS-11 PCA-11,backend/src/familytrustset/FdekRotationContract.ts,CRYPTO_ACTIVATION,DEFERRED_EXTERNAL_GATE (CRYPTO_ACTIVATION),NONE (automated evidence recorded),NONE,PARTIAL
PCA-SEC-020,PCA-13; PCA-15,Security,Normative text in docs/architecture/09_SECURITY_PRIVACY_E2EE.md,PARTIAL,AUTOMATED (2 evidence paths); no real-device/provider/UAT acceptance,CRYPTO_ACTIVATION,Gated: CRYPTO_ACTIVATION,WS-13 PCA-13,backend/src/familytrustset/FamilyTrustSetEngine.ts; backend/src/tamper/types.ts (TamperState: EPOCH_STALE/DEVICE_OFFLINE/DEGRADED); backend/src/tamper/TamperStateEngine.ts,CRYPTO_ACTIVATION,DEFERRED_EXTERNAL_GATE (CRYPTO_ACTIVATION),NONE (automated evidence recorded),NONE,PARTIAL
PCA-SEC-021,PCA-11,Security,Normative text in docs/architecture/09_SECURITY_PRIVACY_E2EE.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-11 PCA-11,backend/src/familyenvelope/ReplayLedger.ts; backend/src/familyenvelope/InMemoryReplayLedger.ts; backend/src/familyenvelope/MySqlReplayLedger.ts,,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
PCA-SEC-022,PCA-11,Security,Normative text in docs/architecture/09_SECURITY_PRIVACY_E2EE.md,PARTIAL,AUTOMATED (3 evidence paths); no real-device/provider/UAT acceptance,CRYPTO_ACTIVATION,Gated: CRYPTO_ACTIVATION,WS-11 PCA-11,"backend/src/familyenvelope/ReceiverPipeline.ts (combines signature, replay, expiry, version checks as independent gates)",CRYPTO_ACTIVATION,DEFERRED_EXTERNAL_GATE (CRYPTO_ACTIVATION),NONE (automated evidence recorded),NONE,PARTIAL
PCA-SEC-023,PCA-17,Security,Normative text in docs/architecture/09_SECURITY_PRIVACY_E2EE.md,SOURCE_COMPLETE,AUTOMATED (1 evidence path); no real-device/provider/UAT acceptance,,,WS-17 PCA-17,backend/test/db/schema-privacy.mysql.test.mjs; backend/test/schema-privacy.test.mjs; backend/test/db/billingCoreSchemaPrivacy.mysql.test.mjs (schema-wide regression guard against activity-payload-capable columns/tables),,NONE (source complete),NONE (automated evidence recorded),NONE,SOURCE_COMPLETE
